source_reference,category,media_filename,storage_path,supabase_public_url,source_locations,notes
/images/Profile1-209x300.jpg,B. LOCAL ONLY,Profile1-209x300.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/Profile1-714x1024.jpg,B. LOCAL ONLY,Profile1-714x1024.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/Profile1-768x1102.jpg,A. SUPABASE READY,Profile1-768x1102.jpg,images/Profile1-768x1102.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/Profile1-768x1102.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/Profile1.jpg,B. LOCAL ONLY,Profile1.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/Profile2-232x300.jpg,B. LOCAL ONLY,Profile2-232x300.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/Profile2-768x994.jpg,A. SUPABASE READY,Profile2-768x994.jpg,images/Profile2-768x994.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/Profile2-768x994.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/Profile2-791x1024.jpg,B. LOCAL ONLY,Profile2-791x1024.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/Profile2.jpg,B. LOCAL ONLY,Profile2.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/R-e1753279067440-150x150.jpg,A. SUPABASE READY,R-e1753279067440-150x150.jpg,images/R-e1753279067440-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/R-e1753279067440-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/S.Abdul-BaseedTreasurer-1014x1024.jpg,A. SUPABASE READY,S.Abdul-BaseedTreasurer-1014x1024.jpg,images/S.Abdul-BaseedTreasurer-1014x1024.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/S.Abdul-BaseedTreasurer-1014x1024.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/S.Abdul-BaseedTreasurer-150x150.jpg,B. LOCAL ONLY,S.Abdul-BaseedTreasurer-150x150.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/S.Abdul-BaseedTreasurer-297x300.jpg,B. LOCAL ONLY,S.Abdul-BaseedTreasurer-297x300.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/S.Abdul-BaseedTreasurer-768x776.jpg,B. LOCAL ONLY,S.Abdul-BaseedTreasurer-768x776.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/S.Abdul-BaseedTreasurer.jpg,B. LOCAL ONLY,S.Abdul-BaseedTreasurer.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/Uma-akka-150x150.jpg,A. SUPABASE READY,Uma-akka-150x150.jpg,images/Uma-akka-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/Uma-akka-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/Untitled-960-x-1440-px-150x150.jpg,A. SUPABASE READY,Untitled-960-x-1440-px-150x150.jpg,images/Untitled-960-x-1440-px-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/Untitled-960-x-1440-px-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2024-10-27-at-10.39.08_110f16d7-1-150x150.jpg,A. SUPABASE READY,WhatsApp-Image-2024-10-27-at-10.39.08_110f16d7-1-150x150.jpg,images/WhatsApp-Image-2024-10-27-at-10.39.08_110f16d7-1-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2024-10-27-at-10.39.08_110f16d7-1-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-04-at-19.24.11_2842bee6-150x150.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-04-at-19.24.11_2842bee6-150x150.jpg,images/WhatsApp-Image-2025-02-04-at-19.24.11_2842bee6-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-04-at-19.24.11_2842bee6-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-1024x1024.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-1024x1024.jpg,images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-1024x1024.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-1024x1024.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-150x150.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-150x150.jpg,images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-300x300.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-300x300.jpg,images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-300x300.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-300x300.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-768x768.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-768x768.jpg,images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-768x768.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698-768x768.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-04-at-23.04.04_139f9698.jpg,images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-04-at-23.04.04_139f9698.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-1024x480.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-1024x480.jpg,images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-1024x480.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-1024x480.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-300x141.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-300x141.jpg,images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-300x141.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-300x141.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-768x360.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-768x360.jpg,images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-768x360.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d-768x360.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d.jpg,A. SUPABASE READY,WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d.jpg,images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-02-06-at-18.19.54_d74d447d.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/WhatsApp-Image-2025-07-15-at-17.59.13_b833f73c-e1753240313815-150x150.jpg,A. SUPABASE READY,WhatsApp-Image-2025-07-15-at-17.59.13_b833f73c-e1753240313815-150x150.jpg,images/WhatsApp-Image-2025-07-15-at-17.59.13_b833f73c-e1753240313815-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/WhatsApp-Image-2025-07-15-at-17.59.13_b833f73c-e1753240313815-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/a.jpg,A. SUPABASE READY,a.jpg,images/a.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/a.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/about-1.jpg,A. SUPABASE READY,about-1.jpg,images/about-1.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/about-1.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/b-150x150.jpg,A. SUPABASE READY,b-150x150.jpg,images/b-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/b-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/b.jpg,A. SUPABASE READY,b.jpg,images/b.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/b.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/banner-1024x515.jpg,A. SUPABASE READY,banner-1024x515.jpg,images/banner-1024x515.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/banner-1024x515.jpg,app\page.tsx; lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/bobby-rodriguezz-631332-unsp5lash.jpg,A. SUPABASE READY,bobby-rodriguezz-631332-unsp5lash.jpg,images/bobby-rodriguezz-631332-unsp5lash.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/bobby-rodriguezz-631332-unsp5lash.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/c-150x150.jpg,A. SUPABASE READY,c-150x150.jpg,images/c-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/c-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/c.jpg,A. SUPABASE READY,c.jpg,images/c.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/c.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/client_2_black.png,A. SUPABASE READY,client_2_black.png,images/client_2_black.png,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/client_2_black.png,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/d-150x150.jpg,A. SUPABASE READY,d-150x150.jpg,images/d-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/d-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/d-300x300.jpg,C. VARIANT / NEEDS REVIEW,d-300x300.jpg,images/D.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/D.jpg,lib\data\pages-data.ts,Resolution variant of base image 'd.jpg' in Supabase
/images/e-150x150.jpg,A. SUPABASE READY,e-150x150.jpg,images/e-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/e-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/f-1024x1024.jpg,C. VARIANT / NEEDS REVIEW,f-1024x1024.jpg,images/F.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/F.jpg,lib\data\pages-data.ts,Resolution variant of base image 'f.jpg' in Supabase
/images/f-150x150.jpg,A. SUPABASE READY,f-150x150.jpg,images/f-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/f-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/f-1536x1536.jpg,C. VARIANT / NEEDS REVIEW,f-1536x1536.jpg,images/F.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/F.jpg,lib\data\pages-data.ts,Resolution variant of base image 'f.jpg' in Supabase
/images/f-300x300.jpg,A. SUPABASE READY,f-300x300.jpg,images/f-300x300.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/f-300x300.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/f-768x768.jpg,C. VARIANT / NEEDS REVIEW,f-768x768.jpg,images/F.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/F.jpg,lib\data\pages-data.ts,Resolution variant of base image 'f.jpg' in Supabase
/images/jogendar1-150x150.jpg,A. SUPABASE READY,jogendar1-150x150.jpg,images/jogendar1-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/jogendar1-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/placeholder.png,A. SUPABASE READY,placeholder.png,images/placeholder.png,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/placeholder.png,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/rawpixel-557123-unsplash-1024x683.jpg,A. SUPABASE READY,rawpixel-557123-unsplash-1024x683.jpg,images/rawpixel-557123-unsplash-1024x683.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/rawpixel-557123-unsplash-1024x683.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/rawpixel-557123-unsplash-1536x1024.jpg,B. LOCAL ONLY,rawpixel-557123-unsplash-1536x1024.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/rawpixel-557123-unsplash-300x200.jpg,B. LOCAL ONLY,rawpixel-557123-unsplash-300x200.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/rawpixel-557123-unsplash-768x512.jpg,B. LOCAL ONLY,rawpixel-557123-unsplash-768x512.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/rawpixel-557123-unsplash-pts61vf4fgdwgyb50948ogqchzekyta9lmk4ijdhnk.jpg,B. LOCAL ONLY,rawpixel-557123-unsplash-pts61vf4fgdwgyb50948ogqchzekyta9lmk4ijdhnk.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/rawpixel-557123-unsplash.jpg,B. LOCAL ONLY,rawpixel-557123-unsplash.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/slider-1-1024x853.jpg,A. SUPABASE READY,slider-1-1024x853.jpg,images/slider-1-1024x853.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/slider-1-1024x853.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/slider-1-300x250.jpg,B. LOCAL ONLY,slider-1-300x250.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/slider-1-768x640.jpg,B. LOCAL ONLY,slider-1-768x640.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/slider-1.jpg,B. LOCAL ONLY,slider-1.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/slider-3.jpg,A. SUPABASE READY,slider-3.jpg,images/slider-3.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/slider-3.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/slider.jpg,A. SUPABASE READY,slider.jpg,images/slider.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/slider.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/swami-sir-150x150.jpg,A. SUPABASE READY,swami-sir-150x150.jpg,images/swami-sir-150x150.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/swami-sir-150x150.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/team_6-150x150.jpg,B. LOCAL ONLY,team_6-150x150.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/team_6-300x300.jpg,B. LOCAL ONLY,team_6-300x300.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/team_6.jpg,B. LOCAL ONLY,team_6.jpg,N/A,N/A,lib\data\pages-data.ts,Referenced in website code but not in 134 Supabase migrated records
/images/trust-main-logo-1024x515.jpg,A. SUPABASE READY,trust-main-logo-1024x515.jpg,images/trust-main-logo-1024x515.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/trust-main-logo-1024x515.jpg,lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
/images/trust-main-logo.jpg,A. SUPABASE READY,trust-main-logo.jpg,images/trust-main-logo.jpg,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/trust-main-logo.jpg,components\ui\SafeImage.tsx,Exact filename exists in 134 Supabase migrated records
/images/yuvatejam-trust-logo.png,A. SUPABASE READY,yuvatejam-trust-logo.png,images/yuvatejam-trust-logo.png,https://ywrgxzulhmklohdsdsme.supabase.co/storage/v1/object/public/yuvatejam-media/images/yuvatejam-trust-logo.png,components\layout\Footer.tsx; components\layout\Header.tsx; lib\data\pages-data.ts,Exact filename exists in 134 Supabase migrated records
